Name,Mileage,Rating,Review Count,Price
2019 Mercedes-Benz GLS 450 Base 4MATIC,"60,634 mi.",4.3,"1,491 ","$34,377"
2023 Mercedes-Benz E-Class 4MATIC,"2,977 mi.",4.7,192 ,"$64,502"
2024 Mercedes-Benz AMG GLE 63 S,"1,587 mi.",,79 ,"$125,880"
2023 Mercedes-Benz AMG GLC 43 Base 4MATIC,"5,157 mi.",,,"$68,500"
2022 Mercedes-Benz GLE 450 4MATIC,"56,236 mi.",4.5,344 ,"$54,811"
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,411 mi.",,0 ,"$44,499"
2024 Mercedes-Benz GLC 300 Base 4MATIC,"5,702 mi.",4.1,522 ,"$52,660"
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,505 mi.",4.6,"1,246 ","$50,977"
2021 Mercedes-Benz A-Class A 220 4MATIC,"35,781 mi.",4.2,821 ,"$28,795"
2021 Mercedes-Benz E-Class E 350,"45,067 mi.",4.9,848 ,"$39,154"
2023 Mercedes-Benz AMG GLS 63 Base,"11,600 mi.",4.6,"1,847 ","$139,250"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"53,616 mi.",4.5,501 ,"$39,491"
2023 Mercedes-Benz CLA 250 Base,"9,983 mi.",4.5,"2,465 ","$36,988"
2023 Mercedes-Benz E-Class E 450,"4,818 mi.",4.3,"1,491 ","$83,824"
2023 Mercedes-Benz GLB 250 Base,"2,990 mi.",,689 ,"$42,991"
2022 Mercedes-Benz GLE 350 Base,"25,583 mi.",4.6,76 ,"$48,994"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,594 mi.",4.4,297 ,"$42,487"
2016 Mercedes-Benz S-Class S 550 4MATIC,"71,732 mi.",4.5,991 ,"$33,877"
2020 Mercedes-Benz A-Class A 220 4MATIC,"20,805 mi.",4.5,344 ,"$28,475"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"10,778 mi.",4.6,716 ,"$41,940"
2023 Mercedes-Benz C-Class C 300,"7,485 mi.",4.7,611 ,"$47,893"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"8,256 mi.",4.9,"4,585 ","$49,700"
2023 Mercedes-Benz E-Class E 350 4MATIC,"5,727 mi.",4.4,295 ,"$55,835"
2021 Mercedes-Benz GLC 300 Base,"22,540 mi.",4.7,"2,891 ","$38,000"
2020 Mercedes-Benz GLB 250 Base,"25,632 mi.",4.0,"3,563 ","$29,625"
2021 Mercedes-Benz C-Class C 300 4MATIC,"39,241 mi.",4.7,557 ,"$33,937"
2022 Mercedes-Benz EQB 350 Base 4MATIC,"7,719 mi.",,599 ,"$38,444"
2023 Mercedes-Benz E-Class E 450,"11,270 mi.",4.3,"1,491 ","$62,756"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"27,613 mi.",4.3,443 ,"$29,250"
2020 Mercedes-Benz GLC 300 ,"49,400 mi.",,5 ,"$32,997"
2021 Mercedes-Benz GLS 580 Base 4MATIC,"38,351 mi.",4.8,"5,398 ","$67,890"
2021 Mercedes-Benz E-Class 4MATIC,"17,120 mi.",4.0,526 ,"$51,000"
2023 Mercedes-Benz EQB 250 Base,"2,475 mi.",4.9,"2,783 ","$53,484"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"34,708 mi.",4.6,716 ,"$35,598"
2023 Mercedes-Benz AMG CLA 35 4MATIC,"9,665 mi.",,97 ,"$53,148"
2017 Mercedes-Benz AMG G 63 Base,"88,180 mi.",4.5,819 ,"$68,998"
2022 Mercedes-Benz S-Class S 500 4MATIC,"6,819 mi.",4.7,"1,424 ","$94,777"
2023 Mercedes-Benz EQE 350+ Base,"5,447 mi.",4.7,"1,371 ","$72,390"
2021 Mercedes-Benz GLB 250 Base,"39,501 mi.",4.8,"2,468 ","$30,583"
2021 Mercedes-Benz GLC 300 4MATIC Coupe,"25,914 mi.",4.7,285 ,"$45,994"
2023 Mercedes-Benz E-Class E 450,"9,116 mi.",4.3,"1,491 ","$73,345"
2023 Mercedes-Benz GLA 250 Base,"9,366 mi.",4.4,311 ,"$38,552"
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"23,339 mi.",4.0,507 ,"$90,000"
2022 Mercedes-Benz Maybach S 580 4MATIC,"20,420 mi.",3.4,479 ,"$154,900"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"32,238 mi.",4.4,"2,986 ","$44,990"
2023 Mercedes-Benz AMG GLA 45 Base,"8,126 mi.",4.6,483 ,"$54,317"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,245 mi.",4.6,696 ,"$45,888"
2023 Mercedes-Benz CLA 250 Base,"8,523 mi.",4.4,311 ,"$39,521"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"2,384 mi.",4.7,"1,014 ","$76,992"
2022 Mercedes-Benz S-Class ,"19,607 mi.",4.4,79 ,"$90,988"
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"23,058 mi.",4.4,"1,838 ","$92,896"
2023 Mercedes-Benz E-Class E 350 4MATIC,"4,138 mi.",3.9,"1,800 ","$57,900"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"58,416 mi.",4.7,132 ,"$37,823"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"4,167 mi.",4.0,"3,563 ","$77,465"
2023 Mercedes-Benz GLS 450 4MATIC,"11,562 mi.",4.7,911 ,"$83,777"
2019 Mercedes-Benz AMG C 43 Base 4MATIC,"24,368 mi.",4.8,"5,398 ","$39,894"
2022 Mercedes-Benz C-Class 4MATIC Sedan,"19,101 mi.",4.8,527 ,"$39,500"
2023 Mercedes-Benz E-Class E 450 4MATIC,817 mi.,4.2,568 ,"$67,989"
2021 Mercedes-Benz C-Class C 300,"15,150 mi.",4.8,558 ,"$43,992"
2021 Mercedes-Benz E-Class E 350 4MATIC,"39,199 mi.",4.6,"1,915 ","$36,885"
2023 Mercedes-Benz CLA 250 Base,"9,298 mi.",,418 ,"$42,300"
2023 Mercedes-Benz GLB 250 Base,"3,326 mi.",,,"$37,899"
2023 Mercedes-Benz GLA 250 Base,"9,030 mi.",4.8,"1,735 ","$45,645"
2023 Mercedes-Benz EQS 450+ Base,"3,668 mi.",4.8,"1,735 ","$77,482"
2020 Mercedes-Benz GLE 350 Base,"33,042 mi.",4.9,"1,411 ","$46,991"
2021 Mercedes-Benz E-Class 4MATIC,"50,358 mi.",5.0,"4,823 ","$38,098"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"2,354 mi.",,0 ,"$39,659"
2021 Mercedes-Benz C-Class C 300 4MATIC,"35,312 mi.",4.9,"1,517 ","$44,851"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"28,891 mi.",4.9,"2,783 ","$32,589"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"11,269 mi.",,15 ,"$52,075"
2021 Mercedes-Benz A-Class A 220 4MATIC,"41,887 mi.",4.9,"2,516 ","$28,995"
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,183 mi.",4.6,716 ,"$46,328"
2023 Mercedes-Benz GLB 250 ,"10,096 mi.",4.9,911 ,"$39,494"
2022 Mercedes-Benz E-Class 4MATIC,"16,201 mi.",4.5,"1,102 ","$45,935"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"8,898 mi.",4.6,716 ,"$52,713"
2021 Mercedes-Benz GLB 250 ,"18,650 mi.",,,"$34,445"
2023 Mercedes-Benz EQS 450+ Base,"21,632 mi.",4.8,"2,002 ","$60,833"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,661 mi.",3.9,"1,800 ","$44,900"
2021 Mercedes-Benz AMG GLA 45 Base,"40,516 mi.",4.3,"1,491 ","$40,007"
2023 Mercedes-Benz E-Class E 450,"1,607 mi.",4.3,"1,491 ","$68,113"
2021 Mercedes-Benz GLE 350 Base,"28,628 mi.",4.9,"4,322 ","$46,688"
2023 Mercedes-Benz E-Class E 350 4MATIC,"3,885 mi.",3.9,"1,800 ","$63,910"
2022 Mercedes-Benz AMG SL 63 Base,"4,663 mi.",4.7,"1,424 ","$139,977"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"6,228 mi.",4.9,274 ,"$39,995"
2023 Mercedes-Benz GLS 450 4MATIC,"11,776 mi.",4.6,"1,899 ","$81,593"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"42,552 mi.",4.5,615 ,"$50,881"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"8,659 mi.",4.6,981 ,"$58,796"
2022 Mercedes-Benz CLA 250 Base 4MATIC,"7,629 mi.",4.6,304 ,"$36,000"
2022 Mercedes-Benz GLB 250 Base 4MATIC,"19,605 mi.",4.9,"1,411 ","$35,595"
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"39,144 mi.",4.8,173 ,"$41,733"
2022 Mercedes-Benz G-Class ,"6,362 mi.",4.9,"1,797 ","$159,979"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"7,223 mi.",4.4,"1,870 ","$45,281"
2021 Mercedes-Benz C-Class 4MATIC Sedan,"19,926 mi.",4.7,29 ,"$35,650"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"3,497 mi.",3.9,"1,800 ","$45,900"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"10,525 mi.",,236 ,"$43,988"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"3,999 mi.",4.8,527 ,"$63,000"
2021 Mercedes-Benz AMG A 35 Base,"30,835 mi.",4.7,"2,308 ","$37,995"
2023 Mercedes-Benz E-Class E 350 4MATIC,"3,400 mi.",3.9,"1,800 ","$70,490"
2023 Mercedes-Benz GLB 250 Base,"5,801 mi.",4.7,"1,372 ","$39,900"
2020 Mercedes-Benz GLE 450 Base,"38,982 mi.",4.6,417 ,"$42,735"
2021 Mercedes-Benz AMG E 53 Base 4MATIC,"25,518 mi.",4.6,696 ,"$59,546"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"7,234 mi.",,37 ,"$44,000"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"53,031 mi.",4.5,843 ,"$39,592"
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,330 mi.",4.7,"1,239 ","$54,999"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"34,549 mi.",4.7,192 ,"$30,934"
2022 Mercedes-Benz GLC 300 Base,"15,110 mi.",4.9,"1,411 ","$38,995"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,955 mi.",,236 ,"$50,284"
2024 Mercedes-Benz GLB 250 Base,"2,006 mi.",4.7,"1,372 ","$40,775"
2022 Mercedes-Benz GLS 450 4MATIC,"30,765 mi.",,0 ,"$71,989"
2023 Mercedes-Benz GLB 250 Base,"2,773 mi.",4.7,192 ,"$47,502"
2021 Mercedes-Benz AMG E 53 Base 4MATIC,"52,740 mi.",4.0,"3,563 ","$53,510"
2019 Mercedes-Benz E-Class ,"36,200 mi.",4.0,130 ,"$37,974"
2023 Mercedes-Benz AMG GLA 45 AMG GLA 45,"10,590 mi.",,79 ,"$54,480"
2023 Mercedes-Benz GLA 250 Base,"5,869 mi.",5.0,"5,929 ","$40,998"
2020 Mercedes-Benz E-Class E 350 4MATIC,"30,450 mi.",4.6,"1,276 ","$37,500"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"33,047 mi.",4.7,285 ,"$47,791"
2021 Mercedes-Benz GLB 250 Base,"21,359 mi.",4.9,"1,411 ","$33,295"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"18,553 mi.",4.8,"4,576 ","$50,639"
2023 Mercedes-Benz EQS 580 4MATIC,"8,150 mi.",4.0,526 ,"$112,998"
2019 Mercedes-Benz AMG CLS 53 S-Model 4MATIC,"36,600 mi.",4.7,416 ,"$55,991"
2024 Mercedes-Benz C-Class C 300 4MATIC,"2,413 mi.",,599 ,"$49,888"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"4,693 mi.",4.8,"2,195 ","$53,910"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"63,952 mi.",4.4,"1,870 ","$43,881"
2021 Mercedes-Benz C-Class C 300 4MATIC,"8,548 mi.",4.8,752 ,"$39,988"
2018 Mercedes-Benz GLS 450 Base 4MATIC,"79,619 mi.",4.7,775 ,"$28,000"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"45,979 mi.",4.8,"1,905 ","$29,052"
2020 Mercedes-Benz S-Class S 560,"16,645 mi.",4.3,133 ,"$75,890"
2023 Mercedes-Benz E-Class E 450,"9,347 mi.",4.3,"1,491 ","$63,491"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"34,144 mi.",4.9,274 ,"$27,995"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,322 mi.",4.8,823 ,"$40,900"
2020 Mercedes-Benz GLA 250 Base,"18,885 mi.",4.6,"1,847 ","$27,250"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"20,345 mi.",4.5,949 ,"$40,495"
2020 Mercedes-Benz GLB 250 Base,"38,094 mi.",4.6,827 ,"$31,416"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"36,607 mi.",4.4,311 ,"$35,475"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"5,181 mi.",4.7,699 ,"$59,750"
2022 Mercedes-Benz GLC 300 Base,"20,554 mi.",4.9,"1,411 ","$38,995"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,300 mi.",,11 ,"$41,999"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"32,978 mi.",4.0,526 ,"$32,230"
2022 Mercedes-Benz GLB 250 Base 4MATIC,"11,080 mi.",,236 ,"$40,990"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,462 mi.",4.9,274 ,"$42,995"
2024 Mercedes-Benz C-Class C 300,"2,629 mi.",4.8,527 ,"$45,000"
2022 Mercedes-Benz AMG GLE 63 S,"11,573 mi.",4.5,"1,926 ","$96,510"
2021 Mercedes-Benz A-Class A 220,"53,524 mi.",4.9,"7,140 ","$23,991"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"10,791 mi.",4.9,689 ,"$38,999"
2022 Mercedes-Benz Metris Base,"62,241 mi.",,236 ,"$33,738"
2023 Mercedes-Benz GLA 250 ,"15,887 mi.",,60 ,"$38,594"
2020 Mercedes-Benz AMG E 53 Base 4MATIC,"46,090 mi.",4.2,"2,811 ","$50,555"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"6,059 mi.",4.4,"1,870 ","$41,981"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"7,617 mi.",4.5,344 ,"$51,788"
2019 Mercedes-Benz C-Class C 300 4MATIC,"55,728 mi.",,12 ,"$26,199"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"43,243 mi.",4.9,993 ,"$28,888"
2021 Mercedes-Benz GLB 250 Base 4MATIC,"43,276 mi.",4.9,"1,411 ","$31,593"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"6,494 mi.",4.7,"1,424 ","$88,977"
2023 Mercedes-Benz E-Class E 350 4MATIC,"3,587 mi.",3.9,"1,800 ","$60,900"
2021 Mercedes-Benz GLE 350 Base,"50,048 mi.",5.0,"2,881 ","$43,498"
2024 Mercedes-Benz S-Class Base,"2,405 mi.",4.9,"1,411 ","$129,991"
2021 Mercedes-Benz GLB 250 Base,"25,540 mi.",4.9,294 ,"$31,652"
2020 Mercedes-Benz C-Class C 300 4MATIC,"24,190 mi.",4.7,"2,931 ","$31,756"
2020 Mercedes-Benz GLE 450 Base,"39,652 mi.",4.6,"1,018 ","$46,998"
2023 Mercedes-Benz E-Class E 63 AMG 4MATIC,"2,315 mi.",4.5,991 ,"$169,995"
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,906 mi.",4.6,304 ,"$47,100"
2020 Mercedes-Benz C-Class C 300 4MATIC,"33,649 mi.",4.8,186 ,"$27,990"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"6,427 mi.",4.7,611 ,"$52,983"
2021 Mercedes-Benz GLB 250 Base 4MATIC,"33,505 mi.",4.6,585 ,"$33,750"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"37,197 mi.",4.7,285 ,"$32,998"
2022 Mercedes-Benz GLS 580 Base 4MATIC,"10,806 mi.",4.9,"2,783 ","$87,851"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,107 mi.",3.2,98 ,"$42,995"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"29,329 mi.",4.5,97 ,"$33,991"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"40,257 mi.",4.7,285 ,"$30,998"
2023 Mercedes-Benz CLA 250 Base,"3,894 mi.",4.8,"2,195 ","$39,634"
2023 Mercedes-Benz C-Class C 300,"6,083 mi.",,150 ,"$52,892"
2021 Mercedes-Benz C-Class C 300,"8,891 mi.",4.7,318 ,"$32,485"
2021 Mercedes-Benz C-Class C 300 4MATIC,"20,939 mi.",4.8,752 ,"$35,988"
2021 Mercedes-Benz AMG GLE 53 Base,"38,803 mi.",4.6,87 ,"$72,666"
2021 Mercedes-Benz GLS 450 4MATIC,"32,190 mi.",4.4,"2,339 ","$58,998"
2024 Mercedes-Benz GLC 300 Base 4MATIC,"3,830 mi.",4.7,"1,239 ","$54,999"
2024 Mercedes-Benz C-Class C 300 4MATIC,568 mi.,4.5,501 ,"$54,994"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"16,860 mi.",,37 ,"$38,314"
2020 Mercedes-Benz C-Class 4MATIC,"19,283 mi.",4.7,29 ,"$34,650"
2023 Mercedes-Benz AMG G 63 4MATIC,"2,771 mi.",4.8,"5,398 ","$224,891"
2023 Mercedes-Benz C-Class C 300,"12,229 mi.",4.8,"2,002 ","$41,999"
2019 Mercedes-Benz GLS 450 Base 4MATIC,"53,030 mi.",,12 ,"$37,500"
2020 Mercedes-Benz C-Class C 300 4MATIC,"45,795 mi.",4.6,"1,018 ","$29,996"
2020 Mercedes-Benz GLE 350 Base,"35,060 mi.",4.8,558 ,"$43,345"
2020 Mercedes-Benz C-Class C 300 4MATIC,"32,256 mi.",4.8,186 ,"$29,500"
2021 Mercedes-Benz C-Class C 300,"28,137 mi.",,418 ,"$31,933"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"7,698 mi.",4.4,"2,963 ","$36,988"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"10,336 mi.",4.5,"1,492 ","$38,989"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"35,657 mi.",4.5,949 ,"$36,390"
2021 Mercedes-Benz AMG GLE 53 4MATIC,"38,758 mi.",4.7,662 ,"$70,164"
2024 Mercedes-Benz C-Class C 300,"2,479 mi.",4.4,"1,515 ","$52,777"
2022 Mercedes-Benz GLC 300 Base,"18,153 mi.",,37 ,"$36,852"
2023 Mercedes-Benz GLE 450 4MATIC,"19,720 mi.",4.8,"1,354 ","$71,994"
2021 Mercedes-Benz AMG GLA 35 Base,"9,474 mi.",3.4,"1,008 ","$43,888"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"49,384 mi.",4.9,"4,585 ","$36,900"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"4,691 mi.",,22 ,"$55,900"
2023 Mercedes-Benz C-Class C 300,"9,997 mi.",4.9,"2,166 ","$49,444"
2024 Mercedes-Benz C-Class C 300,"1,401 mi.",4.4,"1,515 ","$55,777"
2021 Mercedes-Benz GLS 450 4MATIC,"38,712 mi.",4.9,"4,865 ","$61,999"
2023 Mercedes-Benz GLE 350 Base,"7,333 mi.",4.8,329 ,"$58,880"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"28,264 mi.",4.8,"4,576 ","$51,469"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"3,002 mi.",4.3,"1,491 ","$54,329"
2019 Mercedes-Benz GLA 250 Base,"49,057 mi.",4.5,608 ,"$23,199"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"37,925 mi.",,,"$34,500"
2024 Mercedes-Benz GLS 450 4MATIC,"1,601 mi.",,,"$89,500"
2021 Mercedes-Benz Maybach GLS 600 4MATIC,"1,307 mi.",4.7,"1,239 ","$144,999"
2024 Mercedes-Benz C-Class C 300,"2,613 mi.",4.8,527 ,"$46,690"
2023 Mercedes-Benz C-Class C 300,"8,571 mi.",5.0,"1,502 ","$43,992"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"2,906 mi.",4.9,911 ,"$71,892"
2021 Mercedes-Benz E-Class 4MATIC,"38,720 mi.",4.3,"1,647 ","$40,684"
2021 Mercedes-Benz E-Class E 350 4MATIC,"27,110 mi.",4.8,"4,576 ","$41,888"
2021 Mercedes-Benz E-Class E 350 4MATIC,"30,104 mi.",4.7,285 ,"$40,102"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"44,806 mi.",4.8,"4,576 ","$46,315"
2020 Mercedes-Benz C-Class C 300,"36,313 mi.",4.6,"1,915 ","$27,825"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"34,714 mi.",4.5,"2,465 ","$43,988"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,218 mi.",4.8,"1,291 ","$42,700"
2021 Mercedes-Benz C-Class C 300 4MATIC,"42,503 mi.",4.4,311 ,"$30,979"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"38,523 mi.",4.7,192 ,"$34,238"
2023 Mercedes-Benz EQE 350 Base 4MATIC,"6,095 mi.",4.3,"1,152 ","$58,988"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"8,791 mi.",4.0,147 ,"$39,400"
2023 Mercedes-Benz C-Class C 300,"6,028 mi.",4.9,"2,166 ","$47,644"
2023 Mercedes-Benz GLB 250 Base,"5,144 mi.",4.4,79 ,"$42,344"
2023 Mercedes-Benz GLB 250 ,"9,183 mi.",4.0,147 ,"$40,600"
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"30,868 mi.",4.8,"1,354 ","$41,594"
2021 Mercedes-Benz AMG GLC 43 Base 4MATIC,"29,961 mi.",4.8,"1,729 ","$44,888"
2022 Mercedes-Benz GLE 450 4MATIC,"48,954 mi.",4.8,"2,002 ","$51,933"
2023 Mercedes-Benz GLB 250 Base,"11,002 mi.",4.3,419 ,"$40,997"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,663 mi.",4.3,"1,491 ","$53,686"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"23,167 mi.",4.3,"1,647 ","$30,840"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"13,329 mi.",4.2,344 ,"$50,997"
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,479 mi.",4.9,"4,585 ","$43,000"
2022 Mercedes-Benz AMG G 63 4MATIC,"15,074 mi.",4.8,"5,398 ","$209,894"
2023 Mercedes-Benz GLE 350 Base 4MATIC,"15,056 mi.",,15 ,"$60,566"
2022 Mercedes-Benz GLE 350 Base,"14,462 mi.",5.0,"5,929 ","$55,998"
2021 Mercedes-Benz A-Class A 220,"36,126 mi.",,1 ,"$34,991"
2023 Mercedes-Benz AMG GLA 45 Base,"4,189 mi.",4.4,"2,963 ","$50,792"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"1,991 mi.",4.9,"2,166 ","$57,774"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"2,722 mi.",4.0,"3,563 ","$60,470"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"22,427 mi.",4.6,76 ,"$47,990"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"1,321 mi.",4.5,843 ,"$51,555"
2021 Mercedes-Benz GLC 300 ,"42,140 mi.",,8 ,"$29,990"
2019 Mercedes-Benz CLS 450 Base 4MATIC,"60,506 mi.",4.9,"2,375 ","$37,890"
2022 Mercedes-Benz AMG G 63 4MATIC,"7,987 mi.",4.7,"1,239 ","$216,999"
2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"10,554 mi.",,543 ,"$50,991"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"4,923 mi.",4.8,"1,018 ","$53,000"
2023 Mercedes-Benz GLA 250 Base,"2,715 mi.",5.0,"5,929 ","$39,997"
2020 Mercedes-Benz GLE 350 ,"34,728 mi.",4.9,848 ,"$42,892"
2019 Mercedes-Benz E-Class E 300,"37,815 mi.",4.8,"1,905 ","$31,152"
2022 Mercedes-Benz AMG CLA 35 Base 4MATIC,"11,598 mi.",4.6,76 ,"$44,990"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"4,431 mi.",3.9,"1,800 ","$45,925"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"21,057 mi.",4.5,401 ,"$32,685"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"8,186 mi.",4.3,419 ,"$61,997"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"45,113 mi.",4.7,285 ,"$31,562"
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"41,950 mi.",4.2,821 ,"$41,200"
2023 Mercedes-Benz C-Class 4MATIC Coupe,"6,465 mi.",4.7,192 ,"$48,400"
2024 Mercedes-Benz C-Class C 300 4MATIC,"5,725 mi.",4.7,"1,014 ","$46,977"
2023 Mercedes-Benz C-Class C 300,"6,729 mi.",4.5,344 ,"$50,788"
2021 Mercedes-Benz GLS 450 4MATIC,"39,050 mi.",4.3,"1,491 ","$56,739"
2022 Mercedes-Benz EQS 450+ Base,895 mi.,4.8,"5,398 ","$71,892"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"2,467 mi.",4.0,"3,563 ","$77,945"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"1,518 mi.",4.0,"3,563 ","$53,965"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"28,553 mi.",4.5,919 ,"$28,013"
2020 Mercedes-Benz A-Class A 220 4MATIC,"28,519 mi.",4.6,"1,915 ","$26,433"
2023 Mercedes-Benz EQB 250 Base,"4,677 mi.",4.9,"2,166 ","$47,044"
2023 Mercedes-Benz AMG G 63 4MATIC,239 mi.,4.8,"2,195 ","$218,937"
2023 Mercedes-Benz E-Class E 350 4MATIC,"3,259 mi.",4.7,197 ,"$62,900"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,638 mi.",4.4,297 ,"$67,897"
2023 Mercedes-Benz CLA 250 Base,"12,317 mi.",4.0,147 ,"$40,000"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"15,545 mi.",4.4,"1,038 ","$41,964"
2023 Mercedes-Benz C-Class C 300 4MATIC,"10,198 mi.",4.8,"1,354 ","$45,693"
2023 Mercedes-Benz C-Class C 300,"10,020 mi.",4.7,"2,931 ","$42,963"
2023 Mercedes-Benz E-Class E 350 4MATIC,"1,893 mi.",4.5,919 ,"$60,000"
2021 Mercedes-Benz E-Class E 350,"21,274 mi.",4.7,318 ,"$39,485"
2023 Mercedes-Benz EQB 250 Base,"2,517 mi.",4.6,348 ,"$49,779"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"33,042 mi.",4.5,775 ,"$34,900"
2024 Mercedes-Benz GLE 450 4MATIC,"2,644 mi.",4.7,"2,879 ","$85,999"
2020 Mercedes-Benz GLC 350e Base 4MATIC,"28,196 mi.",4.5,"2,057 ","$34,522"
2023 Mercedes-Benz C-Class C 300,"13,704 mi.",4.5,"1,684 ","$47,952"
2021 Mercedes-Benz AMG G 63 4MATIC,"19,739 mi.",4.5,"1,334 ","$189,888"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"27,908 mi.",4.8,902 ,"$43,905"
2023 Mercedes-Benz C-Class C 300,"6,878 mi.",4.9,"2,166 ","$48,006"
2020 Mercedes-Benz AMG C 43 Base 4MATIC,"19,623 mi.",4.7,"1,594 ","$46,995"
2023 Mercedes-Benz GLA 250 Base,"11,026 mi.",4.8,894 ,"$40,989"
2023 Mercedes-Benz EQB 250 Base,"2,503 mi.",4.6,348 ,"$48,999"
