"published_date","rating","type","helpful_votes","title","text"
"2019-03-16T23:28:25-04:00","1","review","2","Keep delayed and then cancelled ","I had experiences my whole trip with delays from Air India. Starting from Bangkok to Delhi, then Aurangabad and Bangalore to Hubli. 

Air India has a lot of delays and if still keep low performance, Im afraid that you will lose credibility. "
"2019-03-16T21:01:22-04:00","5","review","1","My first on the Dreamliner","Flew from Mumbai to Delhi on the Dreamliner, 8 pm flight.

The security check counter for domestic passengers with D on the boarding card is cumbersome and confusing.

The aircraft is great with 3-3-3 seating in economy class. Great seats and lovely digital entertainment on offer. Headphones were of good quality.

Good too was good, comprising of chicken, pulao, dahi bhalla and bun along with a dessert.

One observation was that the average age of all male stewart's seemed over 45-50 years.....wonder why. The service was meanwhile impeccable.

Overall a great experience. 

Be prepared to walk long distances for boarding and de boarding on and off the aircraft"
"2019-03-16T20:00:28-04:00","1","review","0","The whole problem with Air India is employees careless attitude toward passengers (Customers)","Took flight 103 on march 15, 2019 - first it was late by over 6 hours - long 21 hr flight from mumbai to washington dulless.   Only to be dependent on crew whose attitude was simply HORRIBLE - they treat passengers as cattle not people.   I paid and thought a lot before posting negative review.  Air India can be fantastic airlines but its plagued by attitude of employees who simply dont appreciate customers - they are and act like government employees vs hospitality and transport.   Avoid it.   Delays are unpredictable - if you fly just estimate you will be 1 day late and have zero expectations from staff then you might be better off"
"2019-03-16T08:52:49-04:00","3","review","1","Bad Experience on KWI-GOI route","Many airlines still use older airplanes on certain routes, but they are at least well maintained. But this is not true for Air India. Air India still uses a Airbus A319 on the KWI-GOI route. Its a 4 hour direct flight and it's a horrible experience. Cabin pressurisation is not proper and it gives you a tough time, and you can't do anything about it."
"2019-03-16T07:42:52-04:00","4","review","0","Good Plane, Good Flight","One of the best regional airport experiences (Vijayawada) and airlines we experienced while traveling around India. Topped only by our experience with Vistara. Still this Air India flight, plane and crew was very good."
"2019-03-16T05:27:13-04:00","1","review","0","Worst checkin, Most inefficient, always delay","I filed air India 6 times this time, some business some economy class. In general the airplane is either very old or badly maintained in clearness. It always 30 min behind schedule and worst of all, the check in staff most time is so poorly trained that they work too slow and make too much mistakes. So you are advised to go to airport at least 3 hours in advance because the checkin May take 2 hour or longer. The food during flight is eatable though."
"2019-03-15T09:00:27-04:00","5","review","0","787 Dreamliner is now our bestest plane........so quiet","There is no worse feeling in a travellers stomach than the sinking feeling when you are sitting in an airport lounge and googling something minor... airport taxis in Delhi for instance, and there at the top of the google search page is a big announcement saying your flight has been delayed 4 hours. Really? Really?! Our stomachs were doing quite enough sinking of their own accord after suffering 48 hours of the Myanmar Malady.  

We checked at the front desk and while Air India is famous for its delays, we still hadn’t thought it would happen to us. Yep. 11 pm departure now heading out at 2.40 am. Thanks Google. Thanks a bunch.  It was around 7pm at that point and we settled in for the long haul.  Luckily were were ensconced in  Singapore Air’s Silver Kris Lounge in Terminal 2.  The airmchairs pulled together well and the staff magicked up some pillows and blankets and we caught some much needed sleep as the night wore on and the lounge emptied out. There were about 3 of us left at 1.30 am when we trekked to the gate.

With recent heightened tensions in the region we weren’t surprised to have to go through yet another layer of security. This was our first flight on a Boeing 787 Dreamliner and these are big planes. Huge. Which mean huge queues. Massive even.  (Priority boarding as its advantages). It being almost 3 am by the time we trundled to the runway and, still being under the weather, we only had a couple of bites of the savoury hot snacks, used our hot towels, declined the champagne, turned the seats into beds and slept for almost 5 hours. We think we were both out like lights within about 10 minutes.  The crew were somewhat alarmed that we weren’t eating and absolutely desperate to at least make teas and coffees when we were on approach to New Delhi. shame we couldnt enjoy the food, but the beds made up for everything. They were flat very wide and comfy.

Other than the delay they were a pleasure to fly with."
"2019-03-15T07:03:58-04:00","2","review","0","Worst cabin maintenance, cleanliness and service among International airlines we know.","Air India Business class flights consistently provide poor cabin maintenance, cleanliness and service on every flight. Seat control, audio or other features don't work. Bathrooms are always dirty. Food and Drinks are of poor quality. Attendants require repeated reminders. They need training. 

Business Lounge in Delhi provides poor food, drink and service as well. However, it provides the unique opportunity to watch pigeons being netted by attendants inside the lounge.

We select Air India flights to India, because it provides shortest flight times and excellent on time performance most of the time.

My wife and I fly SFO - DEL - SFO in Business class once every year. We also fly many other International airlines every year. Hence, we feel equipped to compare our experiences."
"2019-03-15T00:35:23-04:00","4","review","0","Fair enough for Air India","Actually I have travelled a lot with Air India during my business trip. Long haul flight are ok and I like food what is served. Vienna-Delhi. And from Delhi-Madurai good as well. I even get some good food what I didn't expect as Delhi-Madurai is local flight. Than I took flights from Madurai-Chennai-Hyderabad. It was kind of weird that we got delay in Madurai and no one tell me sorry for that even I asked if it is really delay. I have learnt that it is normal in India.
On my flight back home Delhi-Vienna, we have got 6hours delay and Air India offered us meal in one restaurant. Very good, however I didn't have mood to take it because other hundereds people waiting in queue :D . Don't know why we have got such delay, maybe because of Pakistan air space was closed during this time? "
"2019-03-14T12:45:03-04:00","5","review","0","Air India","This Air India flight was great.  The meals and snacks were tasty and plentiful.  Bathrooms were clean.  Stewardesses were very pleasant and accommodating for special requests.  I liked the selection of movies and watched a very interesting Hindi movie with English subtitles.  This flight was a nice start to my adventures in India."
"2019-03-13T23:35:10-04:00","1","review","0","A truly terrible airline ","Among the world’s many dismal airlines, Air India is by some margin the worst we’ve ever been on. It’s a comedy of errors from start to finish: flights are severely delayed, the screens don’t work, the toilets need a chemical hazard suit to go in, the staff pass you around when something goes wrong and are spectacularly charmless, useless and view customers as a sort of irritation in the way of their bureaucracy. It’s no wonder the business is tanking. Save yourself the pain: fly any other route. Strap yourself to a bus, go as cargo, swim. It will be better."
"2019-03-13T21:12:11-04:00","4","review","0","All good and in time","Friendly staff and no delay :) We will fly again if needed. Leg space acceptable for a low budget Airline...."
"2019-03-13T10:05:29-04:00","4","review","0","A really pleasant surprise!","The main surprise for me was how roomy the Economy area was - large, comfortable seats and more legroom than I have had before in Economy. The service was pleasant and the food good.
The only thing is, I booked online for an aisle seat but when I printed out my ticket, the seat was a middle one. At the airport I was able, with some persuading, to get this seat changed - and I had to do the same for the return flight!
Also, and it wasn't something I was used to, children were allowed to run up and down the aisles giggling and playing. I found it slightly irritating but an Indian guy implied that Indian airlines were more relaxed about this sort of thing than American or European airlines. He also told me, although I can't confirm this, that the Asian airlines in general had more space in Economy. 
The arrangement of seats was 3-3-3 which gave more room than the 3-4-3 arrangement."
"2019-03-13T09:54:48-04:00","1","review","0","Entertainment screen does not work. Awefull seats and food","My flight was delayed 8 hours. Entertainment screen did not work.

Food was delayed due to halt in Sharjah."
"2019-03-13T09:23:57-04:00","2","review","0","Failed entertainment system","Very disappointed with the service on this flight. My TV screen was working only once to watch a 1hour 30mins film during the whole 11 hour flight.
Not impressed with the quality of the food either.
Seat was uncomfortable and could not tilt it back"
"2019-03-13T07:50:21-04:00","1","review","0","ave your spine and fly anything else","Wanted direct flights from NYC to Mumbai so chose AIRINDIA, another alternative was continental which was $400 more expensive.
As I sat I felt the frame of the seat, no cushion left. seat reclines at its own will. For a 14 + hour flight, the entertainment system was abysmal. Out of the 10 seats on my row, 5 had some kind of an issue w the entertainment system. Being older people on these seats they did not complain and just sat without entertainment. Tried helping a couple but the armrest that holds the plug for earphones was loose and hence the plug was sliding inside the armrest. Just weird. Had not seen this capitated airline seats and entertainment services in my frequent travels EVER. Service was good, FA's were helpful food was fine. But seats were stained, no cushions left (on at least 8 out of the 10 on the way in and 7 out of 8 on the way out that I personally sat to check), the angle of the seats threw my young 40yr old spinal cord and neck out of whack. MAde an unscheduled stop for refueling in Sharjah. Bathrooms are of course bad.

Please DO NOT ever fly this airline, more Importantly, DONT LET YOUR PARENTS fly this airline. It's not worth the 400 bucks you will save. They as parents will be happy to meet you on landing and wont complaint but for their health and back sake please change the airline. They have Indian crew on most international flights now so language issue wont happen.
SEEK another airline .."
"2019-03-13T03:58:40-04:00","3","review","0","Average business class experience","Seats were ok, not very comfortable - travelled on better business class seats in some other airlines. My neighbor had a tough time with his seat not working properly.
Only one bathroom was working in business class. We were asked to go to use economy bathroom instead of letting us use the one in first class - there were only 4 passengers in the first class 
Food was good and the service was good"
"2019-03-12T23:26:23-04:00","3","review","0","Not om time","Not om time. Very delayd. And no reason was informed. 
Lost my flight furter. 
The flight was ok og you have good time."
"2019-03-12T09:43:27-04:00","2","review","0","Worst service ever! Failed entertainment System!","First of all, very poor reception, then, the entertainment system would not function - so, there is no music, or video or movie - nothing! And remember, this is a 15 hour flight - what a disaster! And, one might think that this could be a one time incident - but no, on my flight back from New Delhi to San Francisco - the same scenario - the crew apologized for the system being down! How is an apology going to work? You are trapped for the next 15 hours with not entertainment, no drinks, very unapologetic crew, they wouldn't even come to ask if you wanted any drinks or spirits. It's a shame, that AI is running such flights - pretty soon, no one would want to travel to India with this airlines. Lousy service. Literally, pathetic."
"2019-03-12T09:16:53-04:00","3","review","0","Delays","the flight was delayed by several hours. Initial flight from BOM to DEL was delayed by 2 hours. then the connecting flight from DEL to DED was delayed by 4 hours.
The information about delay wasn't conveyed to passengers and that made everyone really anxious."
"2019-03-12T08:29:03-04:00","5","review","1","Air India Direct flight","Air India direct flight from London to Ahmedabad are great as it cuts down the hassle of changing which is a boon for elderly and those travelling with young children...and good for environment. 

The staff are wonderful and I recommend Air India."
"2019-03-11T21:01:36-04:00","4","review","0","Good Journey","Air India is much better then Spice jet and jet airways but not very good flight. Average flight. In the past  (5 years ) much better food and service quality"
"2019-03-10T23:37:24-04:00","1","review","1","Just Awful","We were actually booked on Swiss via Zurich but received an email from them saying they had rebooked us on the direct Ait India flight to LHR. No problem with that. You would therefore assume that our seats too had been reserved. We arrived at New Delhi airport to be told they were overbooked and only had one business class sear. We argued with them for 45 minutes but they just shrugged and showed zero interest. I explained I was disabled and needed my career but they were just not interested. Take it or leave it. We had to take it and that was it. The plane was then delayed a further row hours due to a sick co pilot who had to be replaced and the flight time was increase due to the closure of Pakistan air space. The onboard crew were terrible spending most of their time closed away behind curtains doing as little as possible. NEVER AIR INDIA AGAIN."
"2019-03-10T21:16:10-04:00","3","review","1","Small aircraft, smart service","This is a short and convenient flight to Hyderabad from Shirdi. Unfortunately the flight was delayed by over an hour . while this is normal we used to get an sms about delay . That did not happen. This is a small aircraft and the flight crew were smart and offered good service. One good aspect of Air India is that they still serve food free in their domestic flights. Unfortunately the food they served in the flight was stale and I had stomach problems."
"2019-03-10T21:07:47-04:00","1","review","0","Air India allows thieves on their flights robbing passengers","I was robbed from my wallet mid-flight from New Dehli to Hong Kong and the Air India staff couldn't care less. I handed over 2 suspects, but the Air India security manager in Hong Kong told me that on-board security is not the airline's responsibility. Similar crimes happened afterwards to other passengers on the same route and Air India simply ignores the problem. They didn't even show any sympathy. After 2 years of discussing with Air India management I start to believe their own staff is part of these crimes to compensate for their low wages. Better not fly Air India if you care your personal safety. Very bad airline."
"2019-03-10T20:47:37-04:00","3","review","0","Surprisingly good","Can you believe that despite being an Indian, this was the first time I flew Air India? It was Christmas time, and planes were booked and pricey. This was the cheapest available, so I went for it. And it was a pleasant surprise. There was enough and tasty food, as well as an adequate choice of latest movies, and flying crew were efficient (on a previous experience with Jet, I had practically fainted from lack of food and low blood sugar). The choice of liquor isn't great, and the crew typically assume that if you are an Indian woman, you won't drink hard stuff and show you juices. But if you ask for it, they will give it to you. The flights are packed though--they use Dreamliners--and the worst result of that is about 30-40 minutes' wait for bags after deboarding. But this also means they allow you to fly with 40 kgs, so you don't mind. What I surmised is that baggage loading on belts is haphazard and done in a Soviet style, so there will most likely be a 20-minute gap between your two bags! (Also, enough toilets to go around, and they manage to keep them clean almost until the end.) What else do you need in economy?"
"2019-03-10T07:35:44-04:00","1","review","1","12 Hours Delay and They Wont Send Lost Item","I have experienced 6 hours delay before with this airline but this one takes the cake.

Shortly before the flight they sent an email it has been postponed a couple of hours due to inaccesibility of Pakistan airspace. My arrival time would be the same according to the new itinary they sent.

However i guess they forgot that the delay in rerouting works both to and from, because when we arrived in delhi many of us had missed our connection to Goa. And so they had a new boarding pass for me for a flight 12 hours later! 

Naturally for such an extended waiting time an airline would make it comfortable to you as an excuse? No, got the sorriest curry in the airport and the smallest bottle of water a company had ever packaged. No lounge, no apoligy or even a comment. Playing it like its not their mistake..

How about the new flight then? Well i was cramped into the very back of the airplane on the seat that wont lean back while the guy in front of me was an avid leaner taking all the little space i had in these seats that already wont fit a grown man. 

So in the end i arrived in the middle of the night, too late to check in at the homestay i had booked i was doomed to wait 5 more hours for the morning to come. 

If thats not enough!! I also forgot my bose headphone on board and while they managed to recover it, they wont sent it but recommends me to have someone pick it up for me! 
Do i know anyone in Delhi? Nope! Isnt this an airline who can handle international customers? Apparently not.

So now i have to pay their warehouse charges for months until i happen to be able to pass by Delhi again. Or perhaps just forget about the headphones if the charges are more expensive.

And thats not to mention the dirtiness of the cabin and half broken display that i normally dont mind."
"2019-03-10T06:35:02-04:00","1","review","0","Fraud weighting luggage. Abusive airline. ","This airline has tampered the weight balance to charge people more than 50% the real weight. We were rushed by their personal to pay fast or loose the flight. We had to do it and allow to be abused by their theft. 

We were able to know that because I was carrying a portable weigh balance. 

I bought the ticket thru air India expecting to play with their luggage rules and realized in the airport that the operator of the flight is Alliance Air and that they only allow 15kg per passenger and 5kg of carry on. We had to pay almost 10usd per extra kg. An amount that was higher than the value of our belongings. 

Terrible service. Felt abused. We were abused. "
"2019-03-10T06:06:02-04:00","1","review","1","Worst airline i’ve ever flown","Mostly my complaint was that the airplane was literally filthy. We flew AI from Agra to Varanasi and the plane was on time i’ll give them that. But there was black stuff smeared all over the plane (looked like it hadn’t been cleaned in years) and all the seats were worn with tears and just didn’t look clean. I was just taken aback my the state of the plane...it was a very rickety flight and i’ll admit I was very nervous. We flew on several Indian Airlines and AI has to be the worst.  We’re going to India next year and unfortunately we’ll be flying on AI a lot. This is because the flights are direct with no connections. However AI has one of the worst on time performance records there is. If there’s any way to book my tickets on different carrier if at all possible. Surprisingly AI hasn’t had a fatality since 2009 I think the plane was on it’s way to San Francisco when it went down in the ocean and they never figured out what had actually happened. India actually has one of the worst airline safety rankings for domestic aircraft, making it safer to fly in Pakistan and Bangladesh, hell even Air Koryo from North Korea is safer than Indian planes. So every flight I took in India was a little anxiety producing. I will say that if I had my pick of Indian domestic airlines i’d choose Jet Airways over the others."
"2019-03-09T20:32:28-05:00","3","review","0","Poor Announcement service","Yesterday, Air India had shortage of 1 flight due to technical reasons. Hence they waited for another flight to reach Bengaluru to accommodate passengers of AI 804. Though we got late by 4 hours, but it was appreciated that Air India did not cancel the flights and made due efforts.  But I was not happy with their announcement service during flight. Always, it was unclear, not properly audible and completed in haste. It appeared that announcer was fed up with his/her job and was doing it only for sake of completing his/her duty. It was really annoying.

Advice: Do carry food with you. Their breakfast quantity is not sufficient."
"2019-03-09T15:50:40-05:00","4","review","0","Good Flight","It's a national airline Nd in todays competitive market also renders its best service. The staff is very old there needs yo be upgraded. They still provide food on the economy class even for one hour flight is not at all required. Ground staff check in staff and on board staff needs huge training of customer service and politeness hopefully may be because of unions they are not bothers on service. Aircraft was Good."
"2019-03-09T14:27:20-05:00","1","review","4","MY EXPERIENCE WITH AIR INDIA management","What a way to celebrate the international womens day than spend 5 hours with mom at the delhi customs office, where we literally left close to midnight.
This is  after completing a 12 hour journey from Sydney on a flight with Air India. 

On the day that Air India was boasting about having an all women crew on all flights originating from India, My mother and I were struggling dealing with the rash, unprofessional and unethical officials at the AI office. 
This was my first and last experience with Air India
My only reason to opt for this airline was because Air India is the only flight that was flying direct, allowing me and my pet to travel together.
There were alot things that went down that day, that showed lack to professionalism, ethics, corruption and misconduct. 

Firstly, my pet exporting company did not get a response FROM Air India till less than 24 hrs of travel , despite submitting all documentation more than a week ago .

Secondly , I was waiting at the airport for least 40 mins as per the advice of the baggage team for my pets collection.
After constantly nagging them for more Information, they told me to collect the cat from the cargo area without any directions provided to locate of the building.
The Air India cargo group and customs office had absolutely no idea on how to deal with the import of a pet . 
There was a very obvious lack of training , and lack of knowledge of the process and protocol . All I saw was chaos and officials palming us off from one dept to another.

Thirdly , air india mucked me around for another 2 hours before actually sending me to the right dept, all I heard throughout my discussion with them was whether I have an agent as they mostly deal with agents. I assume these are the middle men who get the job done. I told them there is no need for these as ACQS India has a well defined protocol that they should be following , to which that had absolutely no response apart from ""I should hire an agent. ""
The middle men in India will follow the same process as what I did, the only difference would be some extra cash they slip in the pockets of these officials, who did not seem to want to do the job. 

I was also told that the server was down for maintenance that day, and the money has to be transferred online and only using the net bank of public banks such as PNB. 
The customs kept repeating that the air india was not responding .
However when my mom reached her threshold at 10. 30 pm and lashed out at the entire dept creating a ascene, the job was done within 15 mins. Air India was responding ,the server was working and the money was collected in cash .
We were given the gate pass to collect our cat and mom and I finally left the premises at 11 pm at night. 

This was my warm welcome back to my country. I can only imagine the loops they make foreign citizens go through.

Finally , Air India has a vigilance dept, which provides a phone no. to report such misconduct and malpractices. As expected the number does not work. 

I will of course be taking this further up and present the video evidence I have that shows all the people involved. I do hope no one else goes through, what I went through

I would not recommend anyone to use this airlines after my experience. The airline is 2.5 on a scale of 10, there are some serious concerns with the management . 
I believe this is the reason they fail to secure a buyer for privatisation of this company. Every year the govt provides 1,500crore in aid from TAXPAYERS MONEY towards this management that refuses to work and lacks ethics.
I would NOT be using the services of this airline ever again even for if offered for free.
#AIRINDIA #AIRINDIACARGO #NEVERAGAIN."
"2019-03-09T11:37:39-05:00","4","review","0","First time","Just returned from trip round India flight from Heathrow to Delhi was comfortable.plane clean staff very friendly"
"2019-03-08T09:30:17-05:00","1","review","0","It was bad...its pathetic now. ","I am a frequent flier of Air India since 8 years now. Last flight..IDR-BOM-BKK-BOM-IDR Feb 21 to March 3. 

The worst experience started @ Indore Airport. On the counter, when I asked about Mr. Ashwin, ex-manager of Air India and my friend, I was shocked to know that he passed away in heart attack at age of 42, RIP. Due to shock, I forgot my set of documents including all my bookings, travel insurance, my medical prescription etc. at counter. After passing through security and reaching boarding gate, I recollected and asked ground staff that get me papers back but she straight away refused saying that flight will get delayed where as at that moment the incoming flight AI 636 from DEL has not arrived and IDR airport is small enough to get docs from counter in maximum 2 minutes.

After long haul of 6 hours, BOM-BKK  by Dreamliner, AI 330. nothing much happening.

Return was like horrific. I got seat 28 A, which does not have recliner. I asked for change of seat, air hostess asks me to search a vacant seat on my own. Can you imagine that? 

Then started loud music on personal music system. I and my nearby Mother-Son fellow travelers called all 2 female air hostess and one male air host to stop that but they behaved like being deaf. At a point of time we really thought that air hostess is handicapped and deaf. 

It was like party all night for more than 3.5 hours on AI 331(March 2, 2019). I could hardly even close my eyes. 

Dreadful food both the ways. Pav Bhaji at 2:30 am? Only AI can do it. 

I felt ashamed of being Indian due to behavior of fellow indian passengers and behaviour of AI staff. 

Over with my frequent flyer membership. I will drown my 20k + points accrued in sewage rather than flying AI again."
"2019-03-08T04:58:22-05:00","1","review","1","DO NOT fly","The worst airline I have ever had the nightmare of flying on. The plane was so dirty I did not want to touch anything, My seat was broken as was the arm of the seat. I could not watch tv, charge my phone or relax. ."
"2019-03-08T04:41:06-05:00","1","review","0","Don't bother - changed flight time by 6 hours on day of travel","Delayed multiple times on the day of departure. Ultimately delayed by 6 hours, resulting in my needing to add an overnight at a transit point. Ridiculous. Not a way to run an airli"
"2019-03-08T00:47:48-05:00","1","review","0","Detain my Baggage","i forgot my Battery bank in checked in luggage, but shocking there was no information passed on 2 me"
"2019-03-07T20:12:47-05:00","1","review","0","Changed flight time by 5 hours on the day of travel!","Air India has changed the departure time on this flight twice now.
The first time to 45 minutes later. But that was a month ago.

Now on the day of travel they have delayed the flight by five hours leaving at midnight.
And I have a pre-booked train ticket to the airport. So 5 hours to kill at Arlanda airport. :-/
Plus, the worst is that I have connecting train travel booked in Delhi and other arrangements which I will now miss. 

The flight was due to leave at 19:45.
Now it will leave at 23:55.
And I doubt the vague reason given: ""operational reasons"" is honest.
I suspect it is a cost saving reason.

I have a friend who regularly travels to India and within India who — when I informed him who I was flying with — said ""Good luck with that. I vowed never to fly AI again"". He said he had many bad experiences, cancelled flights, no seat booked when arriving at the airport, etc., although this was mostly Indian internal flights.

Looks like they are a dishonest carrier that can't be trusted to keep their paid for commitments.

I have been flying with numerous airlines since I was 12 years old (in those days from the UK to Singapore) and this is the first time EVER that an airline has changed its departure time. Here AI has changed it twice!!!"
"2019-03-07T06:58:42-05:00","1","review","1","Do yourself a favour.. ..dont fly this airlines","Started 1 hr late but no announcement or apologies. AC not working and air hostess seems the most sleepy person I ever saw. All the best to AI"
"2019-03-07T04:43:26-05:00","2","review","0","Very ordinary food and three hours late!","Due to the tension between India and Pakistan our flight path avoided entering Pakistani air space. This added on considerably to the flight time and we arrived into Paris three hours late. 

The food was very average but to their credit the air hostesses were courteous and friendly."
"2019-03-06T21:33:38-05:00","2","review","1","Worse airline","Call Center one of the worse in response.

Flight delayed for 11hours.

Asked for flight delay reasons or travel delay certificate and they bounce around different departments.

Never again Air India"
"2019-03-06T20:12:25-05:00","5","review","0","Impressive","It has been a great experience with Air India. Excellent crew .. Food was good and fresh. Highly impressed. Had a smooth and relaxing journey with them"
"2019-03-06T16:18:34-05:00","5","review","0","A very decent flight ","We group of 14 friends were traveling to Leh Ladak from Bangalore International Airport. We had a smooth transition. Even though it was raining the pilots made sure for smooth take off and landing. Thr flight service was good. We got lunch and the food was pretty tasty 😋. Overall nice experience."
"2019-03-06T04:26:16-05:00","2","review","0","Poor non responsive customer service","The flight was delayed for a few hours, causing me to lose my connection. As I was late I had to buy myself another internal flight with a different airline. 

I’ve been chasing Air India since (flight was in December...), and no response - not even a no, just ‘we are handling your case’. 
Except for the delay, the flight itself was OK. I flew Air India a few time before and had no complaints until I needed their poor customer service."
"2019-03-06T04:18:23-05:00","4","review","0","AVP","Pleasantly surprised to see a marked change in Air India' ground and air services. Though they should be much faster and quicker on the ground. The Air Hostess were pleasant, even smiled in the air. Only Veg food was served and as a rule only Veg food will be served it seems. But the food was piping hot and delicious. A much welcome change from all other airlines which do not serve or serve some insipid eats.
The flight took off on time, landed before time (20 mins before ETA) and the landing was smooth.
Overall a marked improvement by Air India. Will be travelling more by Air India now for sure."
"2019-03-06T01:16:45-05:00","4","review","0","Pleasantly surprised","After all the flack the National carrier faces I admit it was not our first choice.However, pleasantly surprised by the aircraft and most of all by the service.Jyoti Rao,our hostess was a welcoming and pleasant person and so were the others around.Way to go,Air India.👍👍"
"2019-03-05T16:39:52-05:00","4","review","0","Direct Flight Delhi to Melbourne","Service and seats were great. Only trouble was lots of small children crying during the entire trip."
"2019-03-05T12:07:16-05:00","2","review","4","Indifferent customer service","Air India - good things were price and the fact that our flights were more or less on time. Furthermore high baggage allowance (2x25 kilos) and meals on all flights (including domestic). However, the customer service is poor with few exceptions. Overall cabin crew and ground staff was completely indifferent. In specific terms, as a family of four we had seats four separate places in the cabin (youngest family is five years old and should not have to sit by herself). We complained repeatedly and only after strong pressure would Air India seat two of us together. Our oldest son (8 years) still had to sit alone. When we asked if this was company policy that minors would have to sit alone, they just shook their shoulders. This is not ok."
"2019-03-05T01:54:30-05:00","2","review","0","The delayed Flights","The Air india flights are always late. No flight gets departed late.
Whenever I have to travel, I checks that yesterday this particular flight was departed on time or not."
"2019-03-05T01:20:00-05:00","5","review","1","Another Dreamliner journey from Kolkata to Delhi","It was a pleasant journey, with a Dreamliner aircraft of Air India, it was on time flight. Attendants  were helping and courtiers. Food was good. The main attraction of Dreamliner is its seat peach and leg space, which is excellent, and best in any domesti airlines in India. As it was flying on time, therefore it was a very pleasant flight."
"2019-03-04T15:02:12-05:00","3","review","1","Two short-haul flights","I have been on Air India flight from the 70s. It has improved in many ways, but still has a long way to go. Inflight service, and cabin crew attitude has improved tremendously, but the overall service is still needs improvement.

Our onward flight was on time, and they even served a hot breakfast. The cabin crew was very pleasant, but the cabin felt aged and dated, and the seatback screens were all covered up with seat covers. 

My return journey never happened from the original airport as the flight was cancelled by Air India. When I called them to get a replacement flight, they couldn’t provide one, and they were not all willing to rebook another flight by another carrier, or from another airport about 5 hours away.  All they could promise was to get me a refund for the cancelled segment. But, that hasn’t happen yet even after three weeks.

AI reneged its responsibility by not providing me an alternate flight.   Finally, I had to find, book, and pay for another flight from a distant airport, and spent time and money to get there.

A few years ago also it happened: AI abruptly cancelled our onward connecting flight without providing an alternate choice.  AI’s customer service has to improve a lot."
"2019-03-04T12:49:54-05:00","3","review","2","poor customer service","The plane was pretty new and the flight did leave and arrive on time.
The air hostess on the flight were bunch of old ladies who asked the passengers to close the overhead luggage doors, not just one, but all of them, and to top it up no thanks or shukaria. 
One of them was even wearing a bathroom (hawai) chappel, no professionalism at all. Food was also bland."
"2019-03-04T08:27:41-05:00","1","review","0","Most horrible airline......","I usually do not write reviews. This is the most horrible airline ever. Their customer service to air host service is terrible. They do not know how to treat their customer very rude and highly unprofessional. I rather pay extra to fly with airline who know how to treat their customer with respect."
"2019-03-04T02:36:37-05:00","1","review","0","Nice on board, but very bad trouble shooting service on ground in Delhi","A very bad experience: the day of my departure I received a notification about a delay of 45 min. That's not yet a problem, but when on Frankfurt Airport, nobody from AI could confirm if the plane would go or maybe not and the departure delay was finally between 60 and 90 min. Estimated arrival time in Delhi 2 HOURS late because AI changed the route ... All without sufficient and early enough information for the passenger. And then they took time to release the luggage. That is unbelievable!!!
Due to this delay I missed my next flight to my final destination Srinagar. 
BUT: the best - or worst - is yet to come!
At the Air India ""assistance counter"" in Delhi there was a huge queue and the guys seemed to be totally overcharged.
My request to provide me a flight or to help me in any other manner was simply refused with the comment ""I should write an email to Air India"" . There would not be any seat available until mid of March.
Seems Indian government needs this civil airline for troup transports and forgets the service towards the playing client.
This so called ""service"" of that government airline is poor and more than disappointing. I am an alone travelling woman, had to manage a Plan B all alone, no support at all from Air India. Furthermore this all costs me a lot of additional money (new domestic flight, hotel, taxi etc.)
My final judgement: MISMANAGEMENT!!! 
I will put this complaint on social media including the ministers in charge like Aviation Minister and Home Minister. 

P.S.: There is one positive point: the crew on bord was very friendly and tried everything to ease the situation of those who were in trouble because of Air India's unnecessary delay."
"2019-03-03T17:51:39-05:00","1","review","2","Wish there was a NEGATIVE number for this (dis)organization","In my opinion, Air India would have to greatly improve their service to qualify as horrible.
Flight supposed to leave at 7:25 am to Delhi from Chandigarh--didn't leave till 1:45 so missed connection flight to Jaipur. Thought we had booked a later flight at 6:30 but another botch job by Air India personnel--put us on the 6:30 pm flight THE NEXT DAY!!! No empathy or customer care in Delhi. Did manage to catch Jet Airways BUT new regulations for luggage limits (which would have been honoured because of our booking date) was not recognized by Jet Airways--they wanted R500 for each kilogram we were over. Thankfully we had a great travel agent who worked out a solution for us. WOULD NOT RECOMMEND FLYING AIR INDIA TO ANYONE!!!"
